names	x.pos	y.pos	color	S.name	S.annotation	S.mapman	S.cluster	S.direct/indirect	S.TF/Other	S.UP	S.DOWN	T.name	T.annotation	T.mapman	T.cluster	T.direct/indirect	T.TF/Other	T.UP	T.DOWN	NAC002	AtbZIP52	PIF3	MYB3	ZAT10	ERF055	VIP1	ERF014	NAC018	NAP	ANAC032	RGA	ATHB_21	ATHB_6	SVP	ABI5	IBH1	BRC1	ERF035	GBF2	PDF2	HSFB2B	TCX2	WRKY18	ABF3	ATHB_40	ZAT6	DREB2A	AtMYB56	ERF003	ORE1	HAT2	SPCH	OBP4	NAC102	ATHB_53	HEC1	indegree	outdegree	transitivity	closeness	betweenness	eccentricity
AT3G11660	1513.41349076759	-710.903442382813	#3399FF									NHL1	NDR1/HIN1-like 1 [Source:TAIR;Acc:AT3G11660]	stress.biotic	-- | 2C | -- | -- | -- | -- | -- | -- | --	Indirect	Other	NO	YES	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	9	0	0.777777777777778	0.001074113856069	0	3
AT3G12500	-188.052810668945	985.991312458416	#3399FF									CHI-B	Basic endochitinase B [Source:UniProtKB/Swiss-Prot;Acc:P19171]	stress.biotic	-- | -- | -- | -- | 5C | -- | -- | -- | --	Indirect	Other	NO	YES	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0.8	0.001074113856069	0	4
AT3G13062	1753.41581010353	-710.903442382813	#3399FF									AT3G13062	Polyketide cyclase/dehydrase and lipid transport superfamily protein [Source:TAIR;Acc:AT3G13062]	not assigned.no ontology	-- | 2C | -- | -- | -- | -- | -- | -- | --	Indirect	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	6	0	0.8	0.001074113856069	0	3
AT3G13190	-1761.27388716209	-1279.22045898438	#3399FF									AT3G13190	WEB family protein At3g13190 [Source:UniProtKB/Swiss-Prot;Acc:Q9LK53]	cell.organisation	-- | -- | -- | -- | -- | -- | -- | 8C | --	Indirect	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0.5	0.001074113856069	0	3
AT3G13720	1264.19864701759	-726.166198730469	#FF0033									PRA1F3	PRA1 family protein F3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIC6]	signalling.G-proteins	-- | 2C | 3C | -- | 5C | -- | -- | -- | --	Direct	Other	YES	NO	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	11	0	0.672727272727273	0.001074113856069	0	3
AT3G14200	-917.067504882813	895.140991210937	#3399FF									AT3G14200	Chaperone DnaJ-domain superfamily protein [Source:TAIR;Acc:AT3G14200]	stress.abiotic.heat	-- | -- | -- | -- | -- | 6B | -- | -- | --	Indirect	Other	NO	YES	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	6	0	0.8	0.001074113856069	0	3
AT3G14280	-348.052581787109	1065.99051900138	#3399FF									AT3G14280	unknown protein; Has 51 Blast hits to 51 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 51; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT3G14280]	not assigned.unknown	-- | -- | -- | -- | 5C | -- | -- | -- | --	Indirect	Other	NO	NO	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	10	0	0.8	0.001074113856069	0	3
AT3G14350	-435.364908649822	-1366.279296875	#FF0033									SRF7	Protein STRUBBELIG-RECEPTOR FAMILY 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUL4]	signalling.receptor kinases.leucine rich repeat V	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Direct	Other	YES	NO	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	9	0	0.805555555555556	0.001074113856069	0	3
AT3G16290	-1663.9595542408	-470.262512207031	#3399FF									EMB2083	AAA-type ATPase family protein [Source:TAIR;Acc:AT3G16290]	protein.degradation.metalloprotease	-- | -- | -- | -- | -- | -- | 7C | -- | --	Indirect	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	0.9	0.001074113856069	0	3
AT3G16340	-33.9436096691092	-2051.65258789062	#3399FF									ABCG29	ABC transporter G family member 29 [Source:UniProtKB/Swiss-Prot;Acc:Q94A18]	transport.ABC transporters and multidrug resistance systems	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Indirect	Other	NO	YES	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	9	0	0.833333333333333	0.001074113856069	0	3
AT3G16910	838.274759724041	419.882904052734	#FF0033									AAE7	Acetate/butyrate--CoA ligase AAE7, peroxisomal [Source:UniProtKB/Swiss-Prot;Acc:Q8VZF1]	gluconeogenesis / glyoxylate cycle	-- | -- | -- | 4C | -- | -- | -- | -- | --	Direct	Other	YES	NO	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0.694444444444444	0.001074113856069	0	3
AT3G17800	758.274820759197	379.882904052734	#FF0033									AT3G17800	Protein of unknown function (DUF760) [Source:TAIR;Acc:AT3G17800]	not assigned.unknown	-- | -- | -- | 4C | -- | 6C | -- | -- | --	Direct	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0.9	0.001074113856069	0	3
AT3G19380	1103.78263139259	-4.04417419433594	#FF0033									PUB25	U-box domain-containing protein 25 [Source:UniProtKB/Swiss-Prot;Acc:Q9LT79]	RNA.regulation of transcription.PHOR1	-- | -- | 3C | 4C | -- | -- | -- | -- | --	Direct	Other	NO	NO	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	1	13	0	0.756410256410256	0.001074113856069	0	3
AT3G19580	-1164.73305596886	298.890380859375	#9900FF									AZF2	Zinc finger protein AZF2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SSW2]	RNA.regulation of transcription.C2H2 zinc finger family	-- | -- | -- | -- | -- | 6C | -- | -- | --	Direct	C2H2	NO	NO	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	11	0	0.6	0.001074113856069	0	3
AT3G20260	-1234.12369771232	-1062.67248535156	#FF0033									AT3G20260	Protein of unknown function (DUF1666) [Source:TAIR;Acc:AT3G20260]	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34	-- | -- | -- | -- | -- | -- | -- | 8C | --	Direct	Other	NO	NO	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	8	0	0.785714285714286	0.001074113856069	0	3
AT3G20670	-1761.27388716209	-1039.22045898438	#3399FF									HTA13	Probable histone H2A.2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LHQ5]	DNA.synthesis/chromatin structure.histone.core.H2A	-- | -- | -- | -- | -- | -- | -- | 8C | --	Indirect	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0.001074113856069	0	3
AT3G21190	-353.94388814201	-1971.65209960938	#3399FF									AT3G21190	O-fucosyltransferase family protein [Source:TAIR;Acc:AT3G21190]	not assigned.unknown	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Indirect	Other	YES	NO	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0.8	0.001074113856069	0	3
AT3G21550	-268.052795410156	1065.99051900138	#3399FF									DMP2	DUF679 domain membrane protein 2 [Source:TAIR;Acc:AT3G21550]	not assigned.unknown	-- | -- | -- | -- | 5C | -- | -- | -- | --	Indirect	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	6	0	0.733333333333333	0.001074113856069	0	3
AT3G21670	603.89652486076	709.579772949219	#3399FF									NPF6.4	Protein NRT1/ PTR FAMILY 6.4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVE0]	transport.nitrate	-- | -- | -- | 4C | -- | -- | -- | -- | --	Indirect	Other	NO	NO	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	8	0	0.821428571428571	0.001074113856069	0	3
AT3G22840	838.274759724041	499.882263183594	#FF0033									ELIP1	Early light-induced protein 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P93735]	signalling.light	-- | -- | -- | 4C | -- | -- | -- | -- | --	Direct	Other	YES	NO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	10	0	0.8	0.001074113856069	0	3
AT3G23170	-917.067504882813	975.140258789063	#3399FF									AT3G23170	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G14450.1); Has 74 Blast hits to 74 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 74; Viruses - 0; Other Eukaryotes - 0 (source: /.../BLink). [Source:TAIR;Acc:AT3G23170]	not assigned.unknown	-- | -- | -- | -- | -- | 6B | -- | -- | --	Indirect	Other	NO	NO	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	6	0	0.666666666666667	0.001074113856069	0	3
AT3G23580	-1662.94311523438	-817.277160644531	#3399FF									RNR2A	Ribonucleoside-diphosphate reductase small chain A [Source:UniProtKB/Swiss-Prot;Acc:P50651]	nucleotide metabolism.deoxynucleotide metabolism.ribonucleoside-diphosphate reductase	-- | -- | -- | -- | -- | -- | -- | 8B | --	Indirect	Other	NO	NO	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	7	0	0.761904761904762	0.001074113856069	0	3
AT3G23890	-2001.27730513084	-1319.22045898438	#3399FF									TOP2	DNA topoisomerase 2 [Source:UniProtKB/Swiss-Prot;Acc:P30182]	DNA.synthesis/chromatin structure	-- | -- | -- | -- | -- | -- | -- | 8C | --	Indirect	Other	NO	NO	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0.8	0.001074113856069	0	3
AT3G25660	-2303.96175150643	-30.2627258300781	#3399FF									GATA	Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LI77]	tetrapyrrole synthesis.glu-tRNA synthetase	-- | -- | -- | -- | -- | -- | 7C | -- | --	Indirect	Other	NO	NO	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	7	0	0.904761904761905	0.001074113856069	0	3
AT3G26700	-273.943430378338	-1811.65051269531	#3399FF									AT3G26700	Protein kinase superfamily protein [Source:TAIR;Acc:AT3G26700]	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Indirect	Other	NO	YES	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	7	0	0.809523809523809	0.001074113856069	0	3
AT3G27360	-2241.27730513084	-1079.22045898438	#3399FF									HTR2	Histone H3.2 [Source:UniProtKB/Swiss-Prot;Acc:P59226]	DNA.synthesis/chromatin structure.histone.core.H3	-- | -- | -- | -- | -- | -- | -- | 8C | --	Indirect	Other	NO	NO	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	8	0	0.857142857142857	0.001074113856069	0	3
AT3G27400	-513.944010212322	-1691.650390625	#3399FF									AT3G27400	Putative pectate lyase 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTZ0]	cell wall.degradation.pectate lyases and polygalacturonases	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Indirect	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	8	0	0.75	0.001074113856069	0	3
AT3G29240	1673.41556596291	-870.903442382813	#3399FF									AT3G29240	Protein of unknown function (DUF179) [Source:TAIR;Acc:AT3G29240]	not assigned.no ontology	-- | 2C | -- | -- | -- | -- | -- | -- | --	Indirect	Other	NO	NO	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	7	0	0.809523809523809	0.001074113856069	0	3
AT3G43430	96.6664047241211	478.143473102947	#9900FF									AT3G43430	RING/U-box superfamily protein [Source:TAIR;Acc:AT3G43430]	protein.degradation.ubiquitin.E3.RING	-- | -- | -- | -- | 5B | -- | -- | -- | --	Direct	C3H	NO	NO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	9	0	0.833333333333333	0.001074113856069	0	3
AT3G47340	1047.39360785273	-1951.44299316406	#3399FF									ASN1/DIN6	Asparagine synthetase [glutamine-hydrolyzing] 1 [Source:UniProtKB/Swiss-Prot;Acc:P49078]	amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase	1C | -- | -- | -- | -- | -- | -- | -- | --	Indirect	Other	NO	YES	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0.761904761904762	0.001074113856069	0	3
AT3G48200	-1743.9605308033	-430.262512207031	#3399FF									AT3G48200	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 210 Blast hits to 148 proteins in 42 spec /.../rchae - 0; Bacteria - 118; Metazoa - 0; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 44 (source: NCBI BLink). [Source:TAIR;Acc:AT3G48200]	not assigned.unknown	-- | -- | -- | -- | -- | -- | 7C | -- | --	Indirect	Other	NO	YES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0.666666666666667	0.001074113856069	0	3
AT3G48580	-1197.47985839844	931.607399459001	#3399FF									XTH11	Probable xyloglucan endotransglucosylase/hydrolase protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9SMP1]	cell wall.modification	-- | -- | -- | -- | -- | 6C | -- | -- | --	Indirect	Other	YES	NO	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	10	0	0.666666666666667	0.001074113856069	0	3
AT3G48730	-2143.96175150643	-30.2627258300781	#3399FF									GSA2	Glutamate-1-semialdehyde 2,1-aminomutase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42522]	tetrapyrrole synthesis.GSA	-- | -- | -- | -- | -- | -- | 7C | -- | --	Indirect	Other	NO	NO	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0.466666666666667	0.001074113856069	0	3
AT3G50070	-2001.27730513084	-1079.22045898438	#3399FF									CYCD3-3	Cyclin-D3-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SN11]	cell.cycle	-- | -- | -- | -- | -- | -- | -- | 8C | --	Indirect	Other	NO	NO	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	8	0	0.571428571428571	0.001074113856069	0	3
AT3G50340	1733.00744628906	-3.06107377540718	#3399FF									AT3G50340	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G67020.1); Has 128 Blast hits to 128 proteins in 39 species: Archae - 0; Bacteria - 46; Metazoa - 0; Fungi - 3; Plants - 76; Viruses - 0; Other Eukaryotes - 3 (sou /.../CBI BLink). [Source:TAIR;Acc:AT3G50340]	not assigned.unknown	-- | -- | 3C | -- | -- | -- | -- | -- | --	Indirect	Other	NO	YES	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	9	0	0.777777777777778	0.001074113856069	0	3
AT3G50560	1166.54772949219	474.29251426364	#FF0033									AT3G50560	NAD(P)-binding Rossmann-fold superfamily protein [Source:TAIR;Acc:AT3G50560]	misc.short chain dehydrogenase/reductase (SDR)	-- | -- | -- | 4B | -- | -- | -- | -- | --	Direct	Other	NO	NO	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	11	0	0.8	0.001074113856069	0	3
AT3G51720	-2241.27730513084	-1279.22045898438	#3399FF									AT3G51720	WEB family protein At3g51720 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCT6]	not assigned.unknown	-- | -- | -- | -- | -- | -- | -- | 8C | --	Indirect	Other	NO	NO	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	6	0	1	0.001074113856069	0	3
AT3G52060	1264.19864701759	-806.166198730469	#FF0033									AT3G52060	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein [Source:TAIR;Acc:AT3G52060]	not assigned.unknown	-- | 2C | -- | -- | -- | -- | -- | -- | --	Direct	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	6	0	0.8	0.001074113856069	0	3
AT3G52870	-113.943430378338	-2011.65209960938	#3399FF									AT3G52870	IQ calmodulin-binding motif family protein [Source:TAIR;Acc:AT3G52870]	signalling.calcium	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Indirect	Other	NO	NO	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	8	0	0.821428571428571	0.001074113856069	0	3
AT3G53250	1653.00805664062	-43.0610432578291	#3399FF									AT3G53250	SAUR-like auxin-responsive protein family [Source:TAIR;Acc:AT3G53250]	hormone metabolism.auxin.induced-regulated-responsive-activated	-- | -- | 3C | -- | -- | -- | -- | -- | --	Indirect	Other	NO	NO	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	5	0	0.7	0.001074113856069	0	3
AT3G53420	1021.17419433594	-1013.64123535156	#FF0033									PIP2-1	Aquaporin PIP2-1 [Source:UniProtKB/Swiss-Prot;Acc:P43286]	transport.Major Intrinsic Proteins.PIP	-- | 2B | -- | -- | -- | -- | -- | -- | --	Direct	Other	NO	YES	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	11	0	0.763636363636364	0.001074113856069	0	3
AT3G54420	-856.588012695313	415.969970703125	#FF0033									ATEP3	homolog of carrot EP3-3 chitinase [Source:TAIR;Acc:AT3G54420]	stress.biotic	-- | -- | -- | -- | -- | 6B | -- | -- | --	Direct	Other	NO	YES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0.666666666666667	0.001074113856069	0	3
AT3G54510	-597.067687988281	975.140258789063	#3399FF									AT3G54510	CSC1-like protein At3g54510 [Source:UniProtKB/Swiss-Prot;Acc:F4JCY2]	stress.abiotic.drought/salt	-- | -- | -- | -- | -- | 6B | -- | -- | --	Indirect	Other	NO	NO	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	8	0	0.75	0.001074113856069	0	3
AT3G54990	-316.311930134197	-1249.23693847656	#9900FF									SMZ	AP2-like ethylene-responsive transcription factor SMZ [Source:UniProtKB/Swiss-Prot;Acc:Q6PV68]	RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Direct	AP2-EREBP	YES	NO	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	11	0	0.709090909090909	0.001074113856069	0	3
AT3G55660	-1582.94311523438	-737.277160644531	#3399FF									ROPGEF6	Rop guanine nucleotide exchange factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9M056]	signalling.G-proteins	-- | -- | -- | -- | -- | -- | -- | 8B | --	Indirect	Other	NO	NO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0.666666666666667	0.001074113856069	0	3
AT3G55960	1673.41556596291	-750.903442382813	#3399FF									AT3G55960	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Source:TAIR;Acc:AT3G55960]	protein.targeting.unknown	-- | 2C | -- | -- | -- | -- | -- | -- | --	Indirect	Other	NO	YES	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	10	0	0.733333333333333	0.001074113856069	0	3
AT3G56290	918.274271442791	379.882904052734	#FF0033									AT3G56290	unknown protein; Has 39 Blast hits to 39 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 39; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT3G56290]	not assigned.unknown	-- | -- | -- | 4C | -- | -- | -- | -- | --	Direct	Other	YES	NO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	6	0	0.8	0.001074113856069	0	3
AT3G57010	-597.067687988281	935.140991210938	#3399FF									SSL8	Protein STRICTOSIDINE SYNTHASE-LIKE 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1J7]	secondary metabolism.N misc.alkaloid-like	-- | -- | -- | -- | -- | 6B | -- | -- | --	Indirect	Other	NO	NO	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	10	0	0.688888888888889	0.001074113856069	0	3
AT3G59760	-846.555725097656	-1731.15991210938	#3399FF									OASC	Cysteine synthase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q43725]	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL	-- | -- | -- | -- | -- | -- | -- | -- | 9B	Indirect	Other	NO	NO	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0.8	0.001074113856069	0	3
AT3G59900	297.786437988281	-1857.92980957031	#3399FF									ARGOS	Protein AUXIN-REGULATED GENE INVOLVED IN ORGAN SIZE [Source:UniProtKB/Swiss-Prot;Acc:Q6NMD6]	not assigned.unknown	1B | -- | -- | -- | -- | -- | -- | -- | --	Indirect	Other	YES	NO	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	7	0	0.761904761904762	0.001074113856069	0	3
AT3G60550	1813.00939941406	36.9389262245928	#3399FF									CYCU2-2	Cyclin-U2-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M205]	protein.postranslational modification	-- | -- | 3C | -- | -- | -- | -- | -- | --	Indirect	Other	NO	YES	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	11	0	0.581818181818182	0.001074113856069	0	3
AT3G61260	1593.41373490822	-670.903442382813	#3399FF									AT3G61260	Uncharacterized protein At3g61260 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2D8]	RNA.regulation of transcription.putative transcription regulator	-- | 2C | -- | -- | -- | -- | -- | -- | --	Indirect	Other	NO	YES	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	9	0	0.777777777777778	0.001074113856069	0	3
AT3G61380	-193.943247272869	-1811.65051269531	#3399FF									AT3G61380	Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related [Source:TAIR;Acc:AT3G61380]	not assigned.unknown	-- | -- | -- | -- | -- | -- | -- | -- | 9C	Indirect	Other	NO	YES	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	9	0	0.722222222222222	0.001074113856069	0	3
AT3G61460	1513.41349076759	-790.903442382813	#3399FF									BRH1	brassinosteroid-responsive RING-H2 [Source:TAIR;Acc:AT3G61460]	hormone metabolism.brassinosteroid.induced-regulated-responsive-activated	-- | 2C | 3C | -- | -- | -- | -- | -- | --	Indirect	Other	NO	YES	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	11	0	0.727272727272727	0.001074113856069	0	3
AT3G61610	-2401.27730513084	-1359.22045898438	#3399FF									AT3G61610	Galactose mutarotase-like superfamily protein [Source:TAIR;Acc:AT3G61610]	minor CHO metabolism.others	-- | -- | -- | -- | -- | -- | -- | 8C | --	Indirect	Other	NO	NO	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	10	0	0.844444444444444	0.001074113856069	0	3
